Date,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Result,HomeShots,AwayShots,HomeShotsTarget,AwayShotsTarget,OddsHome,OddsDraw,OddsAway,Season,League,LeagueCode
30/04/2022,Bielefeld,Hertha,1,1,D,6,9,1,5,2.62,3.2,2.8,2021-22,Bundesliga,D1
30/04/2022,Dortmund,Bochum,3,4,A,19,12,10,5,1.36,5.25,7.5,2021-22,Bundesliga,D1
30/04/2022,Mainz,Bayern Munich,3,1,H,24,4,7,1,5.75,4.5,1.53,2021-22,Bundesliga,D1
30/04/2022,Stuttgart,Wolfsburg,1,1,D,18,15,5,5,2.05,3.5,3.6,2021-22,Bundesliga,D1
30/04/2022,Hoffenheim,Freiburg,3,4,A,17,9,7,5,2.5,3.5,2.75,2021-22,Bundesliga,D1
02/05/2022,Leverkusen,Ein Frankfurt,2,0,H,11,9,3,4,1.4,5.0,7.0,2021-22,Bundesliga,D1
02/05/2022,M'gladbach,RB Leipzig,3,1,H,9,10,6,7,4.33,4.0,1.75,2021-22,Bundesliga,D1
06/05/2022,Bochum,Bielefeld,2,1,H,16,14,9,5,2.15,3.6,3.2,2021-22,Bundesliga,D1
07/05/2022,FC Koln,Wolfsburg,0,1,A,17,5,9,3,1.6,4.5,5.0,2021-22,Bundesliga,D1
07/05/2022,Freiburg,Union Berlin,1,4,A,18,13,4,5,1.9,3.6,4.0,2021-22,Bundesliga,D1
07/05/2022,Greuther Furth,Dortmund,1,3,A,8,8,3,4,9.0,6.0,1.3,2021-22,Bundesliga,D1
07/05/2022,Hoffenheim,Leverkusen,2,4,A,12,15,5,8,3.2,4.0,2.05,2021-22,Bundesliga,D1
07/05/2022,Hertha,Mainz,1,2,A,10,13,1,6,2.55,3.4,2.7,2021-22,Bundesliga,D1
08/05/2022,Ein Frankfurt,M'gladbach,1,1,D,18,11,4,7,2.3,3.8,2.8,2021-22,Bundesliga,D1
08/05/2022,Bayern Munich,Stuttgart,2,2,D,25,15,8,5,1.25,7.0,9.5,2021-22,Bundesliga,D1
08/05/2022,RB Leipzig,Augsburg,4,0,H,14,6,8,1,1.25,6.0,12.0,2021-22,Bundesliga,D1
14/05/2022,Augsburg,Greuther Furth,2,1,H,8,6,3,3,1.55,4.75,5.0,2021-22,Bundesliga,D1
14/05/2022,Bielefeld,RB Leipzig,1,1,D,8,18,4,9,10.0,6.0,1.25,2021-22,Bundesliga,D1
14/05/2022,Dortmund,Hertha,2,1,H,9,4,3,1,1.5,5.0,5.25,2021-22,Bundesliga,D1
14/05/2022,Leverkusen,Freiburg,2,1,H,11,13,5,2,2.4,3.8,2.62,2021-22,Bundesliga,D1
14/05/2022,Mainz,Ein Frankfurt,2,2,D,13,13,4,4,1.7,4.33,4.33,2021-22,Bundesliga,D1
14/05/2022,M'gladbach,Hoffenheim,5,1,H,19,10,9,2,2.0,4.33,3.1,2021-22,Bundesliga,D1
14/05/2022,Stuttgart,FC Koln,2,1,H,24,16,12,3,2.2,4.0,2.87,2021-22,Bundesliga,D1
14/05/2022,Union Berlin,Bochum,3,2,H,17,5,11,3,1.4,5.0,7.0,2021-22,Bundesliga,D1
14/05/2022,Wolfsburg,Bayern Munich,2,2,D,10,25,2,10,5.0,4.75,1.55,2021-22,Bundesliga,D1
18/09/2020,Bayern Munich,Schalke 04,8,0,H,22,5,12,1,1.1,11.0,21.0,2020-21,Bundesliga,D1
19/09/2020,Ein Frankfurt,Bielefeld,1,1,D,18,14,6,4,1.61,4.2,5.25,2020-21,Bundesliga,D1
19/09/2020,FC Koln,Hoffenheim,2,3,A,13,13,6,7,2.6,3.5,2.6,2020-21,Bundesliga,D1
19/09/2020,Stuttgart,Freiburg,2,3,A,22,7,7,6,2.25,3.5,3.1,2020-21,Bundesliga,D1
19/09/2020,Union Berlin,Augsburg,1,3,A,13,9,3,5,2.3,3.3,3.2,2020-21,Bundesliga,D1
19/09/2020,Werder Bremen,Hertha,1,4,A,17,13,7,6,2.6,3.5,2.62,2020-21,Bundesliga,D1
19/09/2020,Dortmund,M'gladbach,3,0,H,9,8,4,2,1.6,4.33,5.0,2020-21,Bundesliga,D1
20/09/2020,RB Leipzig,Mainz,3,1,H,23,8,10,1,1.33,5.75,8.0,2020-21,Bundesliga,D1
20/09/2020,Wolfsburg,Leverkusen,0,0,D,9,6,1,2,2.87,3.5,2.37,2020-21,Bundesliga,D1
25/09/2020,Hertha,Ein Frankfurt,1,3,A,12,10,6,3,2.25,3.75,2.9,2020-21,Bundesliga,D1
26/09/2020,Augsburg,Dortmund,2,0,H,6,16,4,7,7.0,4.75,1.44,2020-21,Bundesliga,D1
26/09/2020,Bielefeld,FC Koln,1,0,H,7,12,3,2,2.62,3.5,2.6,2020-21,Bundesliga,D1
26/09/2020,Leverkusen,RB Leipzig,1,1,D,11,7,4,2,3.0,3.5,2.3,2020-21,Bundesliga,D1
26/09/2020,Mainz,Stuttgart,1,4,A,11,15,3,7,2.37,3.5,2.9,2020-21,Bundesliga,D1
26/09/2020,M'gladbach,Union Berlin,1,1,D,14,15,5,2,1.44,4.5,7.5,2020-21,Bundesliga,D1
26/09/2020,Schalke 04,Werder Bremen,1,3,A,17,17,4,8,2.5,3.4,2.8,2020-21,Bundesliga,D1
27/09/2020,Hoffenheim,Bayern Munich,4,1,H,17,14,8,2,11.0,7.5,1.2,2020-21,Bundesliga,D1
27/09/2020,Freiburg,Wolfsburg,1,1,D,21,8,7,2,3.2,3.3,2.3,2020-21,Bundesliga,D1
02/10/2020,Union Berlin,Mainz,4,0,H,13,5,7,0,2.05,3.6,3.4,2020-21,Bundesliga,D1
03/10/2020,Dortmund,Freiburg,4,0,H,16,6,7,2,1.28,6.0,9.0,2020-21,Bundesliga,D1
03/10/2020,Ein Frankfurt,Hoffenheim,2,1,H,16,11,6,4,2.37,3.7,2.8,2020-21,Bundesliga,D1
03/10/2020,FC Koln,M'gladbach,1,3,A,8,17,3,11,3.8,4.0,1.85,2020-21,Bundesliga,D1
03/10/2020,Stuttgart,Leverkusen,1,1,D,11,15,2,7,3.8,3.8,1.85,2020-21,Bundesliga,D1
03/10/2020,Werder Bremen,Bielefeld,1,0,H,7,10,2,5,2.15,3.5,3.3,2020-21,Bundesliga,D1
03/10/2020,RB Leipzig,Schalke 04,4,0,H,21,4,7,1,1.25,6.5,10.0,2020-21,Bundesliga,D1
04/10/2020,Wolfsburg,Augsburg,0,0,D,17,9,6,1,2.0,3.6,3.7,2020-21,Bundesliga,D1
04/10/2020,Bayern Munich,Hertha,4,3,H,22,9,9,5,1.16,8.0,15.0,2020-21,Bundesliga,D1
17/10/2020,Augsburg,RB Leipzig,0,2,A,6,15,2,6,5.75,4.5,1.53,2020-21,Bundesliga,D1
17/10/2020,Freiburg,Werder Bremen,1,1,D,19,14,4,4,2.25,3.5,3.1,2020-21,Bundesliga,D1
17/10/2020,Hertha,Stuttgart,0,2,A,16,7,4,2,2.05,3.8,3.3,2020-21,Bundesliga,D1
17/10/2020,Hoffenheim,Dortmund,0,1,A,8,15,3,5,4.0,4.33,1.75,2020-21,Bundesliga,D1
17/10/2020,Mainz,Leverkusen,0,1,A,5,9,0,4,5.5,4.33,1.57,2020-21,Bundesliga,D1
17/10/2020,Bielefeld,Bayern Munich,1,4,A,11,16,5,10,13.0,8.5,1.16,2020-21,Bundesliga,D1
17/10/2020,M'gladbach,Wolfsburg,1,1,D,13,14,2,5,1.85,3.8,4.0,2020-21,Bundesliga,D1
18/10/2020,FC Koln,Ein Frankfurt,1,1,D,9,16,5,4,3.2,3.8,2.1,2020-21,Bundesliga,D1
18/10/2020,Schalke 04,Union Berlin,1,1,D,8,13,4,7,2.75,3.25,2.6,2020-21,Bundesliga,D1
23/10/2020,Stuttgart,FC Koln,1,1,D,9,14,4,4,1.85,3.8,3.8,2020-21,Bundesliga,D1
24/10/2020,Bayern Munich,Ein Frankfurt,5,0,H,20,9,10,2,1.16,7.5,9.0,2020-21,Bundesliga,D1
24/10/2020,Mainz,M'gladbach,2,3,A,15,21,7,12,4.75,4.33,1.61,2020-21,Bundesliga,D1
24/10/2020,RB Leipzig,Hertha,2,1,H,29,11,8,3,1.4,4.5,7.0,2020-21,Bundesliga,D1
24/10/2020,Union Berlin,Freiburg,1,1,D,22,8,7,4,2.3,3.3,3.1,2020-21,Bundesliga,D1
24/10/2020,Dortmund,Schalke 04,3,0,H,17,3,7,0,1.16,6.5,12.0,2020-21,Bundesliga,D1
25/10/2020,Wolfsburg,Bielefeld,2,1,H,14,8,4,1,1.65,3.75,5.25,2020-21,Bundesliga,D1
25/10/2020,Werder Bremen,Hoffenheim,1,1,D,5,15,2,6,3.0,3.75,2.2,2020-21,Bundesliga,D1
26/10/2020,Leverkusen,Augsburg,3,1,H,15,7,7,3,1.6,4.2,5.25,2020-21,Bundesliga,D1
30/10/2020,Schalke 04,Stuttgart,1,1,D,9,19,2,5,3.1,3.6,2.15,2020-21,Bundesliga,D1
31/10/2020,Augsburg,Mainz,3,1,H,14,8,7,4,2.0,3.75,3.5,2020-21,Bundesliga,D1
31/10/2020,Bielefeld,Dortmund,0,2,A,5,21,2,10,7.5,5.0,1.4,2020-21,Bundesliga,D1
31/10/2020,Ein Frankfurt,Werder Bremen,1,1,D,14,9,5,4,1.72,4.0,4.5,2020-21,Bundesliga,D1
31/10/2020,FC Koln,Bayern Munich,1,2,A,9,7,2,5,12.0,8.0,1.18,2020-21,Bundesliga,D1
31/10/2020,M'gladbach,RB Leipzig,1,0,H,5,15,4,3,3.0,3.6,2.25,2020-21,Bundesliga,D1
01/11/2020,Freiburg,Leverkusen,2,4,A,8,18,5,7,3.8,3.5,1.95,2020-21,Bundesliga,D1
01/11/2020,Hertha,Wolfsburg,1,1,D,18,11,5,4,2.62,3.5,2.55,2020-21,Bundesliga,D1
02/11/2020,Hoffenheim,Union Berlin,1,3,A,10,9,5,6,1.85,4.0,3.8,2020-21,Bundesliga,D1
06/11/2020,Werder Bremen,FC Koln,1,1,D,18,8,4,1,2.37,3.6,2.87,2020-21,Bundesliga,D1
07/11/2020,Augsburg,Hertha,0,3,A,10,12,2,6,2.9,3.5,2.3,2020-21,Bundesliga,D1
07/11/2020,Mainz,Schalke 04,2,2,D,14,22,7,3,2.1,3.4,3.4,2020-21,Bundesliga,D1
07/11/2020,RB Leipzig,Freiburg,3,0,H,15,8,7,3,1.36,4.75,9.0,2020-21,Bundesliga,D1
07/11/2020,Stuttgart,Ein Frankfurt,2,2,D,16,15,5,8,2.55,3.6,2.5,2020-21,Bundesliga,D1
07/11/2020,Union Berlin,Bielefeld,5,0,H,9,5,8,1,1.83,3.75,4.2,2020-21,Bundesliga,D1
07/11/2020,Dortmund,Bayern Munich,2,3,A,15,16,5,8,4.0,4.33,1.75,2020-21,Bundesliga,D1
08/11/2020,Wolfsburg,Hoffenheim,2,1,H,14,17,8,5,2.1,3.6,3.25,2020-21,Bundesliga,D1
08/11/2020,Leverkusen,M'gladbach,4,3,H,15,15,5,6,2.2,3.5,3.0,2020-21,Bundesliga,D1
21/11/2020,Bayern Munich,Werder Bremen,1,1,D,15,9,3,4,1.1,10.0,23.0,2020-21,Bundesliga,D1
21/11/2020,Bielefeld,Leverkusen,1,2,A,1,10,1,4,5.75,4.6,1.5,2020-21,Bundesliga,D1
21/11/2020,Hoffenheim,Stuttgart,3,3,D,13,20,8,9,2.3,3.75,2.8,2020-21,Bundesliga,D1
21/11/2020,M'gladbach,Augsburg,1,1,D,15,10,6,5,1.5,4.5,6.0,2020-21,Bundesliga,D1
21/11/2020,Schalke 04,Wolfsburg,0,2,A,13,19,6,8,3.8,3.6,1.95,2020-21,Bundesliga,D1
21/11/2020,Ein Frankfurt,RB Leipzig,1,1,D,8,10,3,3,3.8,4.0,1.85,2020-21,Bundesliga,D1
21/11/2020,Hertha,Dortmund,2,5,A,9,15,3,8,4.5,4.33,1.65,2020-21,Bundesliga,D1
22/11/2020,Freiburg,Mainz,1,3,A,19,22,6,8,2.05,3.6,3.4,2020-21,Bundesliga,D1
22/11/2020,FC Koln,Union Berlin,1,2,A,10,10,4,3,2.7,3.4,2.6,2020-21,Bundesliga,D1
27/11/2020,Wolfsburg,Werder Bremen,5,3,H,12,5,6,4,1.8,3.6,4.33,2020-21,Bundesliga,D1
28/11/2020,Augsburg,Freiburg,1,1,D,10,10,2,5,2.37,3.5,2.9,2020-21,Bundesliga,D1
28/11/2020,Dortmund,FC Koln,1,2,A,14,7,4,5,1.2,7.0,13.0,2020-21,Bundesliga,D1
28/11/2020,RB Leipzig,Bielefeld,2,1,H,15,13,7,3,1.2,7.0,13.0,2020-21,Bundesliga,D1
28/11/2020,Stuttgart,Bayern Munich,1,3,A,15,14,4,6,9.0,6.25,1.28,2020-21,Bundesliga,D1
28/11/2020,Union Berlin,Ein Frankfurt,3,3,D,15,12,7,5,2.5,3.4,2.7,2020-21,Bundesliga,D1
28/11/2020,M'gladbach,Schalke 04,4,1,H,19,13,9,2,1.33,5.25,9.0,2020-21,Bundesliga,D1
29/11/2020,Leverkusen,Hertha,0,0,D,14,5,2,3,1.72,4.0,4.5,2020-21,Bundesliga,D1
29/11/2020,Mainz,Hoffenheim,1,1,D,10,9,4,5,3.25,3.8,2.05,2020-21,Bundesliga,D1
04/12/2020,Hertha,Union Berlin,3,1,H,10,4,7,1,2.5,3.5,2.75,2020-21,Bundesliga,D1
05/12/2020,Bielefeld,Mainz,2,1,H,11,15,5,5,2.87,3.5,2.4,2020-21,Bundesliga,D1
05/12/2020,Ein Frankfurt,Dortmund,1,1,D,9,16,1,5,3.5,4.0,1.95,2020-21,Bundesliga,D1
05/12/2020,FC Koln,Wolfsburg,2,2,D,6,16,3,6,3.6,3.6,2.0,2020-21,Bundesliga,D1
05/12/2020,Freiburg,M'gladbach,2,2,D,22,11,7,4,3.6,3.75,1.95,2020-21,Bundesliga,D1
05/12/2020,Bayern Munich,RB Leipzig,3,3,D,10,8,6,4,1.36,5.75,7.0,2020-21,Bundesliga,D1
06/12/2020,Werder Bremen,Stuttgart,1,2,A,14,11,4,7,2.8,3.5,2.45,2020-21,Bundesliga,D1
06/12/2020,Schalke 04,Leverkusen,0,3,A,13,24,4,9,6.5,4.33,1.5,2020-21,Bundesliga,D1
07/12/2020,Hoffenheim,Augsburg,3,1,H,10,13,7,3,1.83,4.2,3.8,2020-21,Bundesliga,D1
11/12/2020,Wolfsburg,Ein Frankfurt,2,1,H,16,7,8,4,2.3,3.6,2.8,2020-21,Bundesliga,D1
12/12/2020,Dortmund,Stuttgart,1,5,A,12,18,4,10,1.5,4.5,6.0,2020-21,Bundesliga,D1
12/12/2020,Freiburg,Bielefeld,2,0,H,16,5,7,1,1.75,3.8,4.5,2020-21,Bundesliga,D1
12/12/2020,Mainz,FC Koln,0,1,A,15,9,4,6,2.37,3.6,2.87,2020-21,Bundesliga,D1
12/12/2020,M'gladbach,Hertha,1,1,D,17,9,4,3,1.9,4.0,3.6,2020-21,Bundesliga,D1
12/12/2020,RB Leipzig,Werder Bremen,2,0,H,15,7,7,2,1.36,5.0,8.5,2020-21,Bundesliga,D1
12/12/2020,Union Berlin,Bayern Munich,1,1,D,13,15,6,5,8.5,6.0,1.28,2020-21,Bundesliga,D1
13/12/2020,Augsburg,Schalke 04,2,2,D,8,15,4,4,1.9,3.75,3.8,2020-21,Bundesliga,D1
13/12/2020,Leverkusen,Hoffenheim,4,1,H,13,11,8,4,1.75,4.33,4.0,2020-21,Bundesliga,D1
15/12/2020,Ein Frankfurt,M'gladbach,3,3,D,11,8,4,4,2.62,3.8,2.45,2020-21,Bundesliga,D1
15/12/2020,Hertha,Mainz,0,0,D,9,5,0,0,1.72,4.0,4.5,2020-21,Bundesliga,D1
15/12/2020,Stuttgart,Union Berlin,2,2,D,13,15,6,6,2.05,3.6,3.4,2020-21,Bundesliga,D1
15/12/2020,Werder Bremen,Dortmund,1,2,A,7,15,3,9,5.5,5.0,1.5,2020-21,Bundesliga,D1
16/12/2020,Schalke 04,Freiburg,0,2,A,10,11,2,5,2.9,3.5,2.3,2020-21,Bundesliga,D1
16/12/2020,Bayern Munich,Wolfsburg,2,1,H,13,17,2,7,1.33,5.5,8.5,2020-21,Bundesliga,D1
16/12/2020,Bielefeld,Augsburg,0,1,A,12,8,2,2,2.87,3.3,2.5,2020-21,Bundesliga,D1
16/12/2020,FC Koln,Leverkusen,0,4,A,7,14,1,7,5.0,4.2,1.61,2020-21,Bundesliga,D1
16/12/2020,Hoffenheim,RB Leipzig,0,1,A,7,4,3,3,4.5,4.5,1.6,2020-21,Bundesliga,D1
18/12/2020,Union Berlin,Dortmund,2,1,H,12,16,5,4,4.75,4.0,1.65,2020-21,Bundesliga,D1
19/12/2020,Augsburg,Ein Frankfurt,0,2,A,15,15,4,6,3.8,3.75,1.95,2020-21,Bundesliga,D1
19/12/2020,Mainz,Werder Bremen,0,1,A,9,13,1,7,2.37,3.5,2.9,2020-21,Bundesliga,D1
19/12/2020,M'gladbach,Hoffenheim,1,2,A,15,14,5,5,1.9,4.2,3.5,2020-21,Bundesliga,D1
19/12/2020,RB Leipzig,FC Koln,0,0,D,14,4,6,1,1.28,5.75,9.5,2020-21,Bundesliga,D1
19/12/2020,Schalke 04,Bielefeld,0,1,A,11,8,5,3,2.15,3.4,3.4,2020-21,Bundesliga,D1
19/12/2020,Leverkusen,Bayern Munich,1,2,A,8,14,3,3,4.0,4.2,1.83,2020-21,Bundesliga,D1
20/12/2020,Freiburg,Hertha,4,1,H,17,10,9,3,2.5,3.5,2.7,2020-21,Bundesliga,D1
20/12/2020,Wolfsburg,Stuttgart,1,0,H,13,9,4,1,2.25,3.6,3.0,2020-21,Bundesliga,D1
02/01/2021,Bielefeld,M'gladbach,0,1,A,7,22,0,7,5.75,4.33,1.53,2020-21,Bundesliga,D1
02/01/2021,Ein Frankfurt,Leverkusen,2,1,H,10,10,4,2,3.2,3.6,2.1,2020-21,Bundesliga,D1
02/01/2021,FC Koln,Augsburg,0,1,A,12,11,2,4,2.35,3.4,3.0,2020-21,Bundesliga,D1
02/01/2021,Hoffenheim,Freiburg,1,3,A,13,7,6,4,2.0,3.8,3.3,2020-21,Bundesliga,D1
02/01/2021,Werder Bremen,Union Berlin,0,2,A,10,9,2,2,2.9,3.3,2.37,2020-21,Bundesliga,D1
02/01/2021,Hertha,Schalke 04,3,0,H,20,10,10,4,1.65,4.0,4.8,2020-21,Bundesliga,D1
02/01/2021,Stuttgart,RB Leipzig,0,1,A,10,22,1,9,3.8,4.0,1.8,2020-21,Bundesliga,D1
03/01/2021,Dortmund,Wolfsburg,2,0,H,14,22,7,5,1.55,4.2,5.75,2020-21,Bundesliga,D1
03/01/2021,Bayern Munich,Mainz,5,2,H,19,12,12,7,1.12,9.0,19.0,2020-21,Bundesliga,D1
08/01/2021,M'gladbach,Bayern Munich,3,2,H,8,15,4,4,4.75,4.75,1.57,2020-21,Bundesliga,D1
09/01/2021,Freiburg,FC Koln,5,0,H,12,5,6,2,1.9,3.6,3.8,2020-21,Bundesliga,D1
09/01/2021,Leverkusen,Werder Bremen,1,1,D,12,3,3,1,1.44,4.75,6.5,2020-21,Bundesliga,D1
09/01/2021,Mainz,Ein Frankfurt,0,2,A,8,15,0,7,3.5,3.8,1.95,2020-21,Bundesliga,D1
09/01/2021,Schalke 04,Hoffenheim,4,0,H,12,18,5,5,4.5,4.0,1.72,2020-21,Bundesliga,D1
09/01/2021,Union Berlin,Wolfsburg,2,2,D,13,11,6,5,2.9,3.3,2.45,2020-21,Bundesliga,D1
09/01/2021,RB Leipzig,Dortmund,1,3,A,12,15,4,7,2.2,3.5,3.2,2020-21,Bundesliga,D1
10/01/2021,Augsburg,Stuttgart,1,4,A,14,27,4,11,3.25,3.6,2.1,2020-21,Bundesliga,D1
10/01/2021,Bielefeld,Hertha,1,0,H,12,10,2,6,4.0,3.75,1.85,2020-21,Bundesliga,D1
15/01/2021,Union Berlin,Leverkusen,1,0,H,10,12,2,4,3.3,3.5,2.2,2020-21,Bundesliga,D1
16/01/2021,Dortmund,Mainz,1,1,D,17,8,7,3,1.2,7.0,13.0,2020-21,Bundesliga,D1
16/01/2021,FC Koln,Hertha,0,0,D,8,14,2,3,3.25,3.4,2.25,2020-21,Bundesliga,D1
16/01/2021,Hoffenheim,Bielefeld,0,0,D,11,8,5,2,1.66,4.0,5.0,2020-21,Bundesliga,D1
16/01/2021,Werder Bremen,Augsburg,2,0,H,10,6,5,2,2.15,3.3,3.5,2020-21,Bundesliga,D1
16/01/2021,Wolfsburg,RB Leipzig,2,2,D,8,13,2,9,3.6,3.6,2.0,2020-21,Bundesliga,D1
16/01/2021,Stuttgart,M'gladbach,2,2,D,19,8,7,5,3.0,3.5,2.3,2020-21,Bundesliga,D1
17/01/2021,Bayern Munich,Freiburg,2,1,H,25,8,9,3,1.22,7.5,11.0,2020-21,Bundesliga,D1
17/01/2021,Ein Frankfurt,Schalke 04,3,1,H,20,5,11,1,1.5,4.33,6.5,2020-21,Bundesliga,D1
19/01/2021,M'gladbach,Werder Bremen,1,0,H,11,11,6,2,1.57,4.2,5.75,2020-21,Bundesliga,D1
19/01/2021,Hertha,Hoffenheim,0,3,A,13,11,2,6,2.25,3.5,3.1,2020-21,Bundesliga,D1
19/01/2021,Leverkusen,Dortmund,2,1,H,23,15,13,3,3.1,3.8,2.15,2020-21,Bundesliga,D1
19/01/2021,Mainz,Wolfsburg,0,2,A,8,8,0,2,4.0,4.0,1.8,2020-21,Bundesliga,D1
20/01/2021,Schalke 04,FC Koln,1,2,A,15,12,8,4,2.55,3.3,2.75,2020-21,Bundesliga,D1
20/01/2021,Augsburg,Bayern Munich,0,1,A,9,17,0,4,13.0,7.0,1.2,2020-21,Bundesliga,D1
20/01/2021,Bielefeld,Stuttgart,3,0,H,9,11,3,3,4.33,3.9,1.75,2020-21,Bundesliga,D1
20/01/2021,Freiburg,Ein Frankfurt,2,2,D,11,17,4,4,2.9,3.5,2.37,2020-21,Bundesliga,D1
20/01/2021,RB Leipzig,Union Berlin,1,0,H,15,4,5,1,1.5,4.33,7.0,2020-21,Bundesliga,D1
22/01/2021,M'gladbach,Dortmund,4,2,H,10,16,7,7,3.3,3.75,2.1,2020-21,Bundesliga,D1
23/01/2021,Augsburg,Union Berlin,2,1,H,8,9,4,5,3.75,3.4,2.05,2020-21,Bundesliga,D1
23/01/2021,Bielefeld,Ein Frankfurt,1,5,A,8,15,4,8,4.75,3.8,1.75,2020-21,Bundesliga,D1
23/01/2021,Freiburg,Stuttgart,2,1,H,9,27,4,11,2.62,3.75,2.5,2020-21,Bundesliga,D1
23/01/2021,Leverkusen,Wolfsburg,0,1,A,10,8,4,4,2.05,3.6,3.5,2020-21,Bundesliga,D1
23/01/2021,Mainz,RB Leipzig,3,2,H,10,12,4,5,7.5,5.0,1.36,2020-21,Bundesliga,D1
23/01/2021,Hertha,Werder Bremen,1,4,A,18,7,10,5,2.1,3.5,3.6,2020-21,Bundesliga,D1
24/01/2021,Schalke 04,Bayern Munich,0,4,A,14,32,4,14,16.0,8.5,1.14,2020-21,Bundesliga,D1
24/01/2021,Hoffenheim,FC Koln,3,0,H,13,13,4,4,1.75,3.75,4.5,2020-21,Bundesliga,D1
29/01/2021,Stuttgart,Mainz,2,0,H,9,10,3,2,1.61,4.0,5.0,2020-21,Bundesliga,D1
30/01/2021,Bayern Munich,Hoffenheim,4,1,H,15,15,9,5,1.2,8.0,11.0,2020-21,Bundesliga,D1
30/01/2021,Dortmund,Augsburg,3,1,H,14,5,5,1,1.25,6.5,9.0,2020-21,Bundesliga,D1
30/01/2021,Ein Frankfurt,Hertha,3,1,H,17,11,8,4,1.75,3.8,4.5,2020-21,Bundesliga,D1
30/01/2021,Union Berlin,M'gladbach,1,1,D,13,12,3,4,3.2,3.4,2.25,2020-21,Bundesliga,D1
30/01/2021,Werder Bremen,Schalke 04,1,1,D,15,6,6,1,1.9,3.5,4.0,2020-21,Bundesliga,D1
30/01/2021,RB Leipzig,Leverkusen,1,0,H,16,8,2,4,1.9,3.6,4.0,2020-21,Bundesliga,D1
31/01/2021,FC Koln,Bielefeld,3,1,H,14,9,7,3,2.25,3.4,3.2,2020-21,Bundesliga,D1
31/01/2021,Wolfsburg,Freiburg,3,0,H,12,9,6,2,1.85,3.8,4.0,2020-21,Bundesliga,D1
05/02/2021,Hertha,Bayern Munich,0,1,A,11,17,7,7,7.0,5.75,1.36,2020-21,Bundesliga,D1
06/02/2021,Augsburg,Wolfsburg,0,2,A,9,17,1,9,4.75,3.6,1.75,2020-21,Bundesliga,D1
06/02/2021,Freiburg,Dortmund,2,1,H,6,16,3,5,5.25,4.33,1.57,2020-21,Bundesliga,D1
06/02/2021,Leverkusen,Stuttgart,5,2,H,25,14,11,7,2.0,3.75,3.5,2020-21,Bundesliga,D1
06/02/2021,Mainz,Union Berlin,1,0,H,9,10,5,3,3.3,3.4,2.2,2020-21,Bundesliga,D1
06/02/2021,Schalke 04,RB Leipzig,0,3,A,3,24,1,10,9.0,5.75,1.3,2020-21,Bundesliga,D1
06/02/2021,M'gladbach,FC Koln,1,2,A,10,7,2,3,1.45,4.5,6.5,2020-21,Bundesliga,D1
07/02/2021,Hoffenheim,Ein Frankfurt,1,3,A,8,9,2,5,2.9,3.8,2.25,2020-21,Bundesliga,D1
12/02/2021,RB Leipzig,Augsburg,2,1,H,16,4,6,2,1.22,6.5,11.0,2020-21,Bundesliga,D1
13/02/2021,Dortmund,Hoffenheim,2,2,D,6,12,3,6,1.45,4.8,6.25,2020-21,Bundesliga,D1
13/02/2021,Leverkusen,Mainz,2,2,D,11,19,5,6,1.4,5.0,6.5,2020-21,Bundesliga,D1
13/02/2021,Stuttgart,Hertha,1,1,D,11,11,3,3,2.15,3.6,3.1,2020-21,Bundesliga,D1
13/02/2021,Werder Bremen,Freiburg,0,0,D,12,8,4,2,2.8,3.3,2.45,2020-21,Bundesliga,D1
13/02/2021,Union Berlin,Schalke 04,0,0,D,19,6,3,1,1.75,3.6,5.0,2020-21,Bundesliga,D1
14/02/2021,Ein Frankfurt,FC Koln,2,0,H,17,6,7,1,1.45,4.5,7.0,2020-21,Bundesliga,D1
14/02/2021,Wolfsburg,M'gladbach,0,0,D,18,12,6,4,2.37,3.5,2.9,2020-21,Bundesliga,D1
15/02/2021,Bayern Munich,Bielefeld,3,3,D,19,7,11,3,1.1,9.0,21.0,2020-21,Bundesliga,D1
19/02/2021,Bielefeld,Wolfsburg,0,3,A,7,11,2,6,5.5,3.75,1.65,2020-21,Bundesliga,D1
20/02/2021,Ein Frankfurt,Bayern Munich,2,1,H,12,22,6,6,4.0,4.33,1.75,2020-21,Bundesliga,D1
20/02/2021,FC Koln,Stuttgart,0,1,A,9,9,0,3,3.5,3.6,2.05,2020-21,Bundesliga,D1
20/02/2021,Freiburg,Union Berlin,0,1,A,9,15,1,4,2.4,3.2,3.1,2020-21,Bundesliga,D1
20/02/2021,M'gladbach,Mainz,1,2,A,12,8,3,6,1.61,4.0,5.25,2020-21,Bundesliga,D1
20/02/2021,Schalke 04,Dortmund,0,4,A,13,9,2,6,9.0,5.75,1.3,2020-21,Bundesliga,D1
21/02/2021,Augsburg,Leverkusen,1,1,D,6,10,3,3,5.5,4.0,1.61,2020-21,Bundesliga,D1
21/02/2021,Hertha,RB Leipzig,0,3,A,8,14,4,7,5.25,3.9,1.65,2020-21,Bundesliga,D1
21/02/2021,Hoffenheim,Werder Bremen,4,0,H,12,3,6,1,2.05,3.6,3.5,2020-21,Bundesliga,D1
26/02/2021,Werder Bremen,Ein Frankfurt,2,1,H,9,13,5,4,4.33,3.8,1.75,2020-21,Bundesliga,D1
27/02/2021,Bayern Munich,FC Koln,5,1,H,15,6,7,3,1.16,7.5,15.0,2020-21,Bundesliga,D1
